,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Tweet After Cleansing
3056,1,1,1,0,0,0,1,0,0,1,0,0, bukannya malu kok malah ketawa dasar idiot
3057,0,1,0,0,0,0,0,0,0,0,0,0,kata si burung tahun indonesia bubar kata si kerbau tahun indonesia kuat mana yang bener kita harus tanya pada monyet gimana nasib negeri kita nyet d
3058,0,1,0,0,0,0,0,0,0,0,0,0, pegawai bank danamon lagi asyik ngemut kontol pacarnya lengkapnya gtgt bokepterb
3059,0,1,0,0,0,0,0,0,0,0,0,0, makanya itu tapi aku asal jawab aja masih bloon ya 
3060,0,0,0,0,0,0,0,0,0,0,0,0, ini internasional sih nan kayaknya tki gitu dari naga naganya sih 
3061,1,1,1,0,1,1,0,0,0,1,0,0,kebiadaban ahok cina kafir rakyat kecil yg jadi pkl asongan digusur dan dianiaya spt teroris ahok kafir biadab
3062,1,0,1,0,0,1,0,0,0,1,0,0,di buku jokowi undercover itu juga jelaskan knp sby dukung jokowi di pemilihan presiden krn ada rahasia kotorkorupsi yg dipegang cukong cina
3063,1,0,0,1,1,0,0,0,0,0,1,0,masjid dipasang spanduk gantipresiden mereka marah tapi masjid dipakai ceramah politik oleh hari tanoe yang nonmuslim mereka dukung
3064,0,0,0,0,0,0,0,0,0,0,0,0,reklamasi jakaa akan diatur lewat revisi perpres jabodetabekpunjur
3065,0,1,0,0,0,0,0,0,0,0,0,0, aku bakal terus ada buat kamu kok tenang aja kntl
3066,1,1,1,0,0,0,0,0,1,1,0,0, presiden kok cengeng kata kecoak cebong mana ngaii
3067,1,0,1,0,1,0,0,0,0,1,0,0,penista agama menjadi santri kehormatanyang kasih ini ke ahok otaknya perlu direparasidemi pulkada nama santri yg baik kailan jual belikan
3068,0,0,0,0,0,0,0,0,0,0,0,0, aku jg gendut si nder tp ya drpd mikirin omongan orang lain mulu mending pelan pelan ngerawat dirigapapa gendut asal bisa ngerawat diri maaah skrg aku pede pede aja sm diri aku sendiri yuhu
3069,1,0,0,1,1,1,0,0,0,0,1,0,kekalahan suhaoprabowo melawan opini pada lebih dikarenakah keterlibatan konspirasi global di mana as china dan seluruh sekutu mereka mendukung rencana csis elit katolik radikal dan konglomerat tionghoa utk menjatuhkan suhao
3070,1,0,0,1,1,0,0,0,0,0,0,1,pemimpindarimasjid adalah pemimpin yg dapat mengajak kita untuk menjalankan syariat islam secara sungguhsungguh jatuhkan pemimpin non muslim
3071,0,1,0,0,0,0,0,0,0,0,0,0, dih najis bulepotan
3072,0,0,0,0,0,0,0,0,0,0,0,0,wajib dengar
3073,0,1,0,0,0,0,0,0,0,0,0,0, hussss mimin ga takut didemo bersilitsilit oleh alumni togel 
3074,0,0,0,0,0,0,0,0,0,0,0,0, ya kan gua emang sipit 
3075,1,1,1,0,0,0,0,0,1,1,0,0, anjir g macem macem luh setan
3076,0,1,0,0,0,0,0,0,0,0,0,0, cowok slim kontol lumayan 
3077,1,1,0,1,0,0,0,0,1,0,1,0, eh toilet fifis onta melipir lagi ini di indonesia lho gerombolan lu mabok budaya arab jd nya kayak gitu 
3078,1,1,1,0,0,0,0,0,1,1,0,0, situ lebih bego 
3079,0,1,0,0,0,0,0,0,0,0,0,0,ninja kali nih tukang roti keliling cepet banget ilangnye x gw keluar rumah gak keuber sarap
3080,1,0,0,1,0,1,0,0,0,0,0,1,msh ingat siloam cina kita usir andai ku mati anakanak ku sudah paham filosofi hidup harga diri diatas segalanya bukan di kaki penjajah
3081,1,0,0,1,0,0,0,0,1,0,1,0, trus mau loe apa antekantek wowo 
3082,1,0,0,1,1,0,0,0,0,0,1,0,apakah anda jujur percaya allah swt perintahkan penggal kafir adalah tuhan pak lukman
3083,1,1,0,1,0,0,0,0,1,0,1,0, for presiden buat para jongos dan antek asing yg menguras bumi peiwi bersiaplahgantipresiden
3084,1,1,1,0,0,0,0,0,1,1,0,0, jancuk pingin gue tabok itu anak
3085,0,1,0,0,0,0,0,0,0,0,0,0, tidak boleh tidur kerana najis akan menjadi nyata
3086,0,0,0,0,0,0,0,0,0,0,0,0,dan orangorang yang kafir dan mendustakan ayatayat kami maka bagi mereka azab yang menghinakan qs al hajj 
3087,0,1,0,0,0,0,0,0,0,0,0,0, ngentot yuk
3088,0,0,0,0,0,0,0,0,0,0,0,0, akupun merasa matanya mengecil setelah lama pakai kacamata dan katanya kalau bangun tidur tambah sipit 
3089,1,1,0,1,0,0,0,0,1,0,1,0, utang trilyun tapi para kampret yg hidupnya melarat ikut makan kalo cebong udah happy hidupnya gak perlu akting sengsara gitu
3090,0,0,0,0,0,0,0,0,0,0,0,0, dulu mercun kecik lagibunyi tak kuat sngt weiskrg mcm adebunyi dh m mcm bom
3091,0,0,0,0,0,0,0,0,0,0,0,0,ketipu dong mereka duh
3092,1,1,1,0,0,0,0,0,1,1,0,0, ini cebong dungu korban php 
3093,1,0,1,0,0,0,0,0,1,1,0,0, klu jaman pak hao anak berprestasi di perhatikan jaman rezim skrg yg lebay yg di panggil ke istana aneh
3094,1,1,0,1,0,0,0,0,1,0,1,0, cebong mana ngei
3095,0,1,0,0,0,0,0,0,0,0,0,0,pagi udh ky kntl
3096,0,1,0,0,0,0,0,0,0,0,0,0, iya anjir tau w masa iya gua masih suka sm dia
3097,1,1,1,0,1,0,0,0,0,1,0,0,ayo kita ajak mas goen beralih dari penyembah allah swt benci kafir jadi pembakar kemenyan
3098,0,0,0,0,0,0,0,0,0,0,0,0,mencari huruf hijaiyahdalanak islambersama jamal laeli assalamualaikum adikadik mari kita lihat
3099,1,0,1,0,0,0,0,0,1,1,0,0,cc mau periode rakyat sndri d phk trs impo jutaan tka chinamending lu prgi jauh dri nkri krn negri ini ga butuh pengkhianat yg mengorbankan rakyatnya demi kepentingan dan golongannya sndri 
3100,1,1,1,0,0,0,0,0,1,1,0,0, iya soalnya loe ga tahu junjungan loe toh membantai lebih orang timtim peristiwa santa cruz juga menculik aktivis ga tahu di mana skrang loe ga sadar kalau junjunganmu itu penjahat internasional d
3101,0,1,0,0,0,0,0,0,0,0,0,0, imut titit nya di hidung
3102,0,0,0,0,0,0,0,0,0,0,0,0,bom takjil
3103,0,0,0,0,0,0,0,0,0,0,0,0,kpk panggil sederet mantan anggota dpr terkait ektp
3104,0,0,0,0,0,0,0,0,0,0,0,0, udah sipit ini bisa disipitin lagi 
3105,1,1,0,1,0,0,0,0,1,0,1,0, dimaklumin aja namanya juga kampret semua serba terbalik hidupnya juga terbalik menggelantung wajar kalau segala pemikirannya juga terbalik kepalapun bau pesing karena kencingpun harus terbalik pula membasahi kepalanya pesing tak selalu
3106,0,0,0,0,0,0,0,0,0,0,0,0,paparan kapolres bikin kapolda kepri yakin pilkada tanjungpinang aman dan netral 
3107,0,0,0,0,0,0,0,0,0,0,0,0,dibalik insiden heli jatuh pt imip pekerjakan wn china
3108,0,0,0,0,0,0,0,0,0,0,0,0,bunyi klik mouse suara ketikan keyboard musik hampir jam non stop mata perih bokong panas lengan nyilu 
3109,0,0,0,0,0,0,0,0,0,0,0,0, gd x cl x bom x raline x jihyo tp ini udh mustahil
3110,0,0,0,0,0,0,0,0,0,0,0,0, bantu jawab kata putri rima sama daniel sibuk ngurusin osis jd ga ikut join nah klo aya kayaknya makin sibuk jd makelar ngurusin dua anak tuyul alias gil dan oj sotau bgt aku
3111,0,0,0,0,0,0,0,0,0,0,0,0,selamat pagi jawaban atas politisasi puisi yang menimpa dirinya calon gubernur jawa tengah ganjar pranowo tidak ingin informasi hoaks menjadi arus utama informasi yang diterima masyarakat dalam masa pilkada ganjaryasin
3112,1,1,0,1,1,0,0,0,0,0,1,0, apa hubungannya dgn munafik kalian kitabnya dihina laporkan dia kepolisian waspadai cebong kafir yg ngakungaku islam
3113,0,0,0,0,0,0,0,0,0,0,0,0, saya ada satu cerita dari seorang cowok yang tinggal di china sebelum saya mulai bercerita saya cuma mau pesan jadi
3114,1,1,1,0,0,0,0,0,1,1,0,0, alah bullshit tai kotok
3115,0,1,0,0,0,0,0,0,0,0,0,0,ahok versi pakpahan trims kepada semua pihak yg udah ciduk bajingan ini 
3116,1,0,1,0,0,0,0,0,1,1,0,0,penciuman pak jokowi memang tajam kalau soal pencarian uang upss salah penghutangan uang salut dengan 
3117,1,1,0,1,0,1,0,0,0,0,0,1, ngeri bangsaku si pki biadab itu ingin bangkit tolak dan bubarkan 
3118,0,0,0,0,0,0,0,0,0,0,0,0,pada sabtu pagi masyarakat adat baduy akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kpb di curug kota serang sebabaduy dm
3119,1,0,0,1,0,0,0,0,1,0,0,1,bubarkan saja pansus kpkkalo perlu buat polingrakyat di luar parlemen biar yg menentukan bubarkan pansus kpk 
3120,0,0,0,0,0,0,0,0,0,0,0,0,trimakasih ya allah engkau tlah tunjukan kebesaranmu engkau tlah membukakan mata hatiku yg buta krn cintatrimakasih tuhan engkau masih menolongku
3121,0,1,0,0,0,0,0,0,0,0,0,0, iya udah liat gedek banget anjir sama bapanya
3122,0,0,0,0,0,0,0,0,0,0,0,0,barisan gus sholah baguss pulau madura sudah merapatkan diri untuk memenangkan pasangan calon gubernur khofifah indar parawansa dan emil elistianto dardak baguss khofifahemiljatimsatu
3123,0,1,0,0,0,0,0,0,0,0,0,0, sarap pasti udh punya cucu segudang
3124,1,0,1,0,0,0,0,0,1,1,0,0,rezim sipil yg mengerikan saat ini bs kita lihat pd kepemimpinan seorg rezim sok rkyt pdhl sesungguhnya anti rakyat dan umat islam
3125,1,1,1,0,0,0,0,0,1,1,0,0, ini orang kebiasaan jilat ludah sendiri bik malu kami hormat sby tapi tidak buzzer tolol satu ini
3126,1,1,0,1,0,0,0,0,1,0,1,0, topik pembicaraan cebong dan bani hoax itu loncat ya prestasi babihok apa gak dijawab malah ke tanah abang ta dikasih contoh ta yg baik malah minta yg buruknya
3127,0,0,0,0,0,0,0,0,0,0,0,0, karir yg cemerlang di tnidan terperangkap di rejim yg penuh dusta hari lahir 
3128,1,1,0,1,0,0,0,0,1,0,1,0, lost respect untuk kesekian kalinya buat agency yg lo banggain buat ais yang lo banggain tai kucing di kasih nyawa sih kea gini di tampol duit sama lee sooman mau di tampol lamborgini sama gd mau di tampol sama material
3129,1,1,1,0,0,1,0,0,0,1,0,0, masalah dia i penulis ucapan kad raya cina tu ellooo
3130,0,0,0,0,0,0,0,0,0,0,0,0, ragam seni dalam budaya batak toba
3131,0,0,0,0,0,0,0,0,0,0,0,0,penyerapan dana desa pada tahun dan diprioritaskan untuk pembangunan infrastruktur di tahun ini menurutnya penyerapan dana desa diprioritaskan untuk percepatan ekonomi desa jokowiperiode
3132,0,1,0,0,0,0,0,0,0,0,0,0, i penat lah edit tetiba cacat weh jajahaahha
3133,1,1,1,0,0,0,0,0,1,1,0,0,lw yang dungudunia tahu itu
3134,0,0,0,0,0,0,0,0,0,0,0,0,buka twitter lagi demi informasi karena dengerdenger ada benda mencurigakan yang diduga bom ditemukan di barel ui stay save kang waeg enak kang cilung anak kost amp warga sekitar barel
3135,0,0,0,0,0,0,0,0,0,0,0,0,kamu tau gak sejak kenal kamu bawaannya pengen belajar terus deh belajar jadi yang terbaik buat kamu
3136,1,1,1,0,0,0,0,0,1,1,0,0,kata mama orang sombong itu temenya setan jadi jangan salahin gue kalo gue gak mau temenan sama orang sombong kek lo
3137,1,1,1,0,0,0,0,0,1,1,0,0, kbnyakan kencing onta mahluk satu ini emosi mulu dari td gua liat dasar sumbu pendek si tidur kebalik
3138,1,0,1,0,0,0,0,0,1,1,0,0,indonesia makin mundur presiden nya siapa ya mas mas fitnah pakde jokowi 
3139,0,1,0,0,0,0,0,0,0,0,0,0,ini apa sih lmao anak anak kecil dan anak anak baru ini kok ya tengil banget gak tau apa jg main plas plos aja lieur ih jempol kalian punya congor apa begimana 
3140,1,0,0,1,0,1,0,0,0,0,1,0,hanya antek dan kaki tangan komunis yg tak punya hati perut 
3141,1,1,1,0,0,0,0,0,1,1,0,0, gini aja tempeng aja tuh bocah yg ngancam presiden liat gimana reaksi para kacung nya
3142,0,0,0,0,0,0,0,0,0,0,0,0, dia ga pernah denger hindu bali sama kristen jawa ya 
3143,1,1,1,0,0,0,1,0,0,1,0,0, udah jelek budek lagii nga
3144,1,1,1,0,0,0,0,0,1,1,0,0, kampungan
3145,1,0,1,0,0,0,0,0,1,1,0,0, membohongi rakyat ada harga mahal yg harus dibayar saatnya anda mempersiapkan diri menghadapi seluruh kasus korupsi dari solo hingga dki anda sangat tak layak jadi presiden ri gantipresiden
3146,0,0,0,0,0,0,0,0,0,0,0,0, wah berai pernah makan bareng sama orang yahudi yabenar ngga sih kemana pun mereka singgah suatu tempat kalo makan bawa alat makan sendiri sekedar tanya sepeinya tau tentang orang yahudi
3147,0,1,0,0,0,0,0,0,0,0,0,0,temanmakanteman ketika dia udah janji bakalan ngasi nyontek untuk ujian tp pas giliran ujian dia malah pura budek reuniz
3148,0,0,0,0,0,0,0,0,0,0,0,0,dengar anak belasan tahun bicara tentang banyak tuhan ada tuhan orang islamtuhan orang kristentuhan orang budhatuhan orang hindutuhan orang kejawencuma tuhan orang nitaku sensorkatanya yng suka menghukummembedakancerdas anak ini kupikir
3149,0,0,0,0,0,0,0,0,0,0,0,0,sesaat lagi saksikan panasnya debat publik tujuh pasangan calon bupati dan wakil bupati pilkada aceh selatan dipandu oleh mulai pukul wib live dan eksklusif hanya di inews pilkadaacehselatan
3150,0,0,0,0,0,0,0,0,0,0,0,0,jalanjalansiang bagai rumah bawah ranah yang indah seorang pendiam dan culun walau dengan bakar besar 
3151,0,0,0,0,0,0,0,0,0,0,0,0,jokowi harap bandara keajati dongkrak ekonomi jawa barat
3152,0,0,0,0,0,0,0,0,0,0,0,0, ga ad yng bisa di percaya lagiyng anti aseng
3153,1,1,1,0,0,0,0,0,1,1,0,0, drama banget lu onta
3154,0,1,0,0,0,0,0,0,0,0,0,0, sinting dimana 
3155,1,0,1,0,0,0,0,0,1,1,0,0, ganti aja ama prabowo kelasnya cuman dubes
3156,0,0,0,0,0,0,0,0,0,0,0,0,lidah buaya lidah meua gelombang cinta tanaman hias adalah sarana curhat favorit botanist trubus mania
3157,1,0,1,0,0,0,0,0,1,1,0,0,dan pak bilang ini pencitraan 
3158,1,1,1,0,0,0,1,0,0,1,0,0, tulisan lu gua g bisa dipahami ama gua soalnya otak gua bukan otak otak autis gak kek yg bikin thread gblknya ampe selkulit matii lnjt boleh
3159,1,1,1,0,0,0,0,1,0,1,0,0,ni cara bicara org msh ingusan bicara ny sdh sngt ngawur dan keterlaluan dan akhir ny gue di block banci lo 
3160,1,0,0,1,1,0,0,0,0,0,1,0,apakah allah swt datang menolong bang fahri jika tidak berhenti solat tak ada gunanya
3161,0,1,0,0,0,0,0,0,0,0,0,0, taruna itu maham perek
3162,0,0,0,0,0,0,0,0,0,0,0,0,gambar masakan tayahla pki filter doo asam pedas pn da nmpk mcm curry nasib baik aku bc caption 
3163,0,0,0,0,0,0,0,0,0,0,0,0, astaga kejam sekali tuduhannya tidak begitu yang mulia saya benarbenar terjebak di dalam avalon nangis melihat auria jadi terlalu curiga begini kepadanya hiks hiks
3164,1,0,1,0,0,0,0,0,1,1,0,0, bicara komentar gampang menggunakan bahasa seolah anda tahu sok pintar menilai anis bisa jadi gubernur klo gak isu sara susah menang orang bijak tdk meng olok olok
3165,1,0,0,1,0,0,0,0,1,0,1,0,jayalah korupsi keinginan utk bubarkan semacam akan terwujud 
3166,0,0,0,0,0,0,0,0,0,0,0,0,barangsiapa mengenal dirinya maka ia akan sibuk memperbaikinya dengan tidak memerdulikan cacat dan aib orang lain habib luthfi bin yahya 
3167,0,0,0,0,0,0,0,0,0,0,0,0, mau aku pamerin jg gk group chat aku sama anak cina
3168,0,0,0,0,0,0,0,0,0,0,0,0, langsung ditampakkan oleh alloh subhanahu wataala secara kontan om padahal alloh subhanahu wataala melarang kita untuk berputus asa malah bangsa kafir yang lebih paham mengenai hal itu
3169,1,0,1,0,0,0,0,0,1,1,0,0, lakilaki hebat untuk gantipresiden 
3170,1,1,0,1,1,0,0,0,0,0,1,0, takbir wan sambil lempar bom alohmubarbar mayat ayat quran timteng bikin muslim radicals tolol tanpa otak
3171,0,0,0,0,0,0,0,0,0,0,0,0,terkadang jatuh cinta itu bisu hanya bicara pada secarik puisi yang sembunyi di balik makna yang akan dikenangnya sendiri
3172,0,0,0,0,0,0,0,0,0,0,0,0, sakedap teh ini baru nyadar bisa dibilang sayap kiri israel lebih pro perdamaian dgn palestina dibanding sayap kanan katanya mah makin ke kanan itu lebih agamais makin kiri lebih komunis 
3173,1,0,1,0,0,0,0,0,1,1,0,0, mudahan keluarga si gerung kena bom
3174,1,1,1,0,0,0,0,1,0,1,0,0, bangke lu yen cabul
3175,0,0,0,0,0,0,0,0,0,0,0,0, tahun sby ga berani nutup alexis tahun jokowi ga berani nutup alexis harus gubernur indonesia juga yg turun tangan pilihan prabowo mantap
3176,0,1,0,0,0,0,0,0,0,0,0,0, adih ipey maafkan kesalahan urg itu pey nanti sama aku kasoh perek mau ngga 
3177,1,1,1,0,0,0,0,0,1,1,0,0,buat status jomblo nya udah terlalu lama giliran ada cowok yg koment stts nya sok cuek bajingan dahak biawak kadal aer
3178,0,1,0,0,0,0,0,0,0,0,0,0, otak ga geser aja udeh sarapapalagi ke geser yekan ntar bahaya apaan sih aku kerja beneran kok elang liatin em sambil masih usep palanya cewe apaan coba kamu nyantol aja aku udah bersyukur
3179,0,0,0,0,0,0,0,0,0,0,0,0,mereka yg beeriak dan mnakuti rakyat dgn mnyebut presiden lama bisa jd periode kalau lawannya prabowo itu bs d pastikan mereka adlh agen ganda mereka dibayar utk mpromosikan tkoh ttntu spy rakyat jd bingung dan terpecah suaranya
3180,0,1,0,0,0,0,0,0,0,0,0,0, ih silit apaan kampay
3181,1,0,1,0,0,0,0,0,1,1,0,0, siapa bilang harga minyak dunia naik kalau nga bisa jadi dirut peamina mundur saja 
3182,0,0,0,0,0,0,0,0,0,0,0,0, itu yang disalami jokowi kok kaya ferdinan antek sby ya 
3183,0,0,0,0,0,0,0,0,0,0,0,0, tak berambisi mimin bisa aja judulnya ih
3184,0,0,0,0,0,0,0,0,0,0,0,0, ini saat terbaik utk merebut kembali kedaulatan dari asing aseng proxy smg para tokoh amp pendukungnya tdk skdr pentingkan egonya pecah belah suara menuju poros ke saling klaim kelayakan diri sungguh hal yg menguntungkan inc
3185,1,0,0,1,1,0,0,0,0,0,1,0,muslim indonesia lbh maju berhenti nyembah allah swt yg ngoceh aku jatuhkan ketakutan ke hati orang kafir 
3186,1,0,1,0,0,0,0,0,1,1,0,0, asli ane ngakak smpe skt perut dan mau pipis ane paham maksud dan yg di definisikan oleh rocky gerung kok org ini malah soksok an lapor ceritanya sih mau bikin gebrakan supaya dibilang membela agamatapi
3187,0,0,0,0,0,0,0,0,0,0,0,0,orang cuma main bola dihubungkan ama agama bzz
3188,1,1,1,0,0,0,0,1,0,1,0,0, aduhhh bencong nyerang apa cong gak kebalik rumpi deh lonte lanang ini dapur apa cong yg jelas dong jd banci jangan separo kalah sama anaknya duda yg jd designer di ln lo 
3189,0,1,0,0,0,0,0,0,0,0,0,0,panasnya edan
3190,0,0,0,0,0,0,0,0,0,0,0,0,kesatuan dalam gereja katolik bersifat dinamis selaras dalam perbedaan dan mengikuti sikon dan perkembangan zaman salah satu manifestasinya adalah dispensasi untuk kawin campur pasangan katolik dan non katolik
3191,1,0,1,0,1,0,0,0,0,1,0,0,anda percaya muhammad nabi atau tidak tuliskan argumentasi anda ke pak agar tak ada keraguan lagi
3192,0,0,0,0,0,0,0,0,0,0,0,0, kalau tdk diambil dibilang tdk bisa nasionalisasi asset antek asing kalau diambil pakai nama pribadi dan keluarga patut kita curigai dan nanya uang darimana tapi dengan tweet ini saya jadi sadar betapa pintarnya pemerintahan di
3193,1,0,1,0,0,0,0,0,1,1,0,0,gak perduli replyku nyambung apa enggak yg penting gantipresiden gantipresiden gantipresiden gantipresiden gantipresiden gantipresiden gantipresiden gantipresiden gantipresiden gantipreside
3194,0,1,0,0,0,0,0,0,0,0,0,0,ngangkang selebar lebarnya mainin memek sendiri depan kaca lemari
3195,1,1,1,0,0,0,0,1,0,1,0,0,indons alhamdulillah ya allah udah nyelamatin anak thailand yg nyelamatin kita manusia kapir bukan tuhan lu kontol
3196,1,1,1,0,0,0,1,0,0,1,0,0, situ juga sarap berai anjer
3197,1,0,1,0,1,0,0,0,0,1,0,0,bro ente sebut kitab suci fiksi berai semua agama bkn dari wahyu pernyataan spt ini mutlak scr harfiah dan filosofis melanggar keyakinan umat beragama konstitusi dan norma agama ente ini penista semua agama yg paling kotor atheisdete
3198,0,0,0,0,0,0,0,0,0,0,0,0,mendengar jawaban ituibnul mubarak dalam dianya selalu memohon demikian ya allah tunjukilah ia dalam islam dan beberapa saat kemudian si yahudi itupun dengan izin allahakhirnya masuk islam
3199,1,1,0,1,0,0,0,0,1,0,1,0, manusia tolol semua pada takut ahok keluar kasian bangat hidup kalian disana bengitu idiot and stupid
3200,1,1,1,0,0,0,0,1,0,1,0,0, stupid question kalo mau ngentod gak usah puasa goblog
3201,0,0,0,0,0,0,0,0,0,0,0,0, sejauh yang saya baca dari aikel di internet hanya jumlah lembar nya saja yang berbeda untuk menandai kebutuhan masing masing orang kalau sering ke luar negri ya pake kalo gak sering ya dan beberapa negara tetangga
3202,0,0,0,0,0,0,0,0,0,0,0,0,bahkan etnic uyhgur dipaksa tinggalkan budaya uyghur menjadi etnic han jelas ini kekonyolan mana bisa orang dari suku apa dipaksa pindah suku bahkan tragisnya banyak warga uyghur jadi korban penjualan organ tubuh dieksekusisetelaj sebelumnya dicap
3203,0,0,0,0,0,0,0,0,0,0,0,0, aku cuma sekali aja tau dosen ilmu budaya tapi sudah sepuh pengen gitu ketemu penasaran mb
3204,1,1,0,1,0,0,0,0,1,0,1,0,rakyat menolak keras jika indonesia dipimpin oleh komplotan mafia amp bajingan ini 
3205,0,0,0,0,0,0,0,0,0,0,0,0, isu udah nongol bentar lg isu pki 
3206,1,0,1,0,0,0,0,0,1,1,0,0, era sby ada pembangunan di papua ada juga hambalang tuh pembangunan pln mangkrak brp banyak
3207,1,1,1,0,0,0,0,0,1,1,0,0, iya betul si vivin tai dasar pelakorngaku alexa alda drpd rico baj
3209,0,0,0,0,0,0,0,0,0,0,0,0, amanat dari ribu ulama by name dan by address kalau ada yg bilang cak imin ambisius itu ngopinya kurang jauh 
3210,1,1,1,0,0,0,0,0,1,1,0,0, rmol itu apa gw juga bisa bikin berita indonesia menang piala dunia kasih link yg kredibel alah pecundang culun yg nampilin identitas aslinya aja gk berani kok banyak bacot nyet hp gw buatan korea cuy ngahahaha
3211,0,0,0,0,0,0,0,0,0,0,0,0,tempat sesat cari jalan mau pgi maktab gaya jln shocut situ tapi ditutup sebab construction nya ni hambar gila u turn u turn sini 
3212,1,1,0,1,0,0,0,0,1,0,1,0,maunya indonesia sepei singapura kasih cina berkuasa dasar cebong otak reklamasi brekekekekek 
3213,1,1,0,1,0,0,0,1,0,0,1,0, biasa bani coli ngga beda jauh sm junjungan dan kawannya haha
3214,0,0,0,0,0,0,0,0,0,0,0,0,ikuti untuk mengetahui informasi terkini mengenai ekonomi keuangan perbankan investasi saham di indonesia dan dunia hari ini
3215,1,0,0,1,0,1,0,0,0,0,0,1,pengkhianatan pki membunuh para jendral pki keblinger kata bungkarnobubarkan pki turunkan harga dan bubarkan kabinet tritura
3216,0,1,0,0,0,0,0,0,0,0,0,0, ihh yg bener anjirr jahat elu mah bodo bodo
3217,0,1,0,0,0,0,0,0,0,0,0,0, mash kentut bau babi
3218,0,0,0,0,0,0,0,0,0,0,0,0,produksi indonesia ini pak presiden joko widodo semua ritel dan mall seharusnya pindah ke plastik kayak gini saya pilih belanja di super karena dia punya aksi lingkungan dan r setiap
3219,1,0,0,1,0,0,0,0,1,0,1,0, kenyataan bos kita mah nga suka bikin hoax sepei bani nya nabi ngahok 
3220,0,1,0,0,0,0,0,0,0,0,0,0, brp sayang ngentot sma kmu
3221,1,1,1,0,0,0,0,0,1,1,0,0, bangke 
3222,0,0,0,0,0,0,0,0,0,0,0,0, kne jaga hati pemimpin kafir harbi kau ka
3223,1,1,1,0,1,0,0,0,0,1,0,0,abang ipar adam ni pun bangkai dasar penunggang agama
3224,1,0,0,1,0,1,0,0,0,0,0,1,cina telah menguasai ekonomi dan media massa ayo usir dari indonesia
3225,0,0,0,0,0,0,0,0,0,0,0,0, guru nanak mengajarkan spiritualitassesuatu yg sifatnya universal dan krnnya ada dlm ajaran islam hindu dsb sepei kebanyakan penduduk peradaban sindhuhindu sjk dulu beliau bisa menerima semua jalan krn itu beliau memanggilnya allah
3226,0,1,0,0,0,0,0,0,0,0,0,0, enak buat gesek memek 
3227,0,0,0,0,0,0,0,0,0,0,0,0,seulgi bilang gak punya mata barat yang ada kelopak matanya ketimuran style banget yang sipit dan seulgi pikir itulah poin yang paling menarik bagi dia
3228,0,0,0,0,0,0,0,0,0,0,0,0,dr bambang noorsena ajaran kristen yang sering disalahpahami oleh agama lain khotbah kristen
3229,0,1,0,0,0,0,0,0,0,0,0,0, kau pikir aku ni kapir sangat ke hanat
3230,0,0,0,0,0,0,0,0,0,0,0,0,pada akhirnya yang asing akan kembali asing
3231,1,0,1,0,0,0,0,0,1,1,0,0, yg banyak bicara itu trus yg bakar sekolah gimana 
3232,0,1,0,0,0,0,0,0,0,0,0,0, jablay mulu anjer 
3233,1,1,1,0,0,0,0,0,1,1,0,0, jd ingat congor oknum nasdem klo si joko kalah di indonesia bubar
3234,0,0,0,0,0,0,0,0,0,0,0,0,mungkin mereka sumbu pendek lelah pak 
3235,1,1,1,0,0,0,0,0,1,1,0,0, udah lu jgn panik gitu ahok si kutil babi bakal tumbang kok di putaran kedua teruskan cuapcuap mu di sosmed gak ngaruh
3236,0,1,0,0,0,0,0,0,0,0,0,0,sinyal kau three cacad amat ganti pake kau gapleh aja gitu ya
3237,1,0,1,0,0,0,0,0,1,1,0,0,akun fb asma dewi pnyebar fitnah sara pemilihan kepala daerahdki dpenuhi foto brsama sjumlah politisi dantaranya anies sandi
3238,1,0,0,1,0,1,0,0,0,0,0,1,usir cina dari indonesia
3239,0,1,0,0,0,0,0,0,0,0,0,0,fb tai anjing lah
3240,0,0,0,0,0,0,0,0,0,0,0,0,allahu akbar jokowi akan kenalkan islam moderat di ktt ulama dan cendekiawan muslim dunia
3241,0,0,0,0,0,0,0,0,0,0,0,0, wahai orangorang yang beriman masuklah ke dalam islam secara keseluruhan dan janganlah kamu ikuti langkah setan qs
3242,1,1,1,0,0,0,0,0,1,1,0,0,online cuma dapet pajak dr incm persh online nyeyg dapet income nha hny dr iklaniuran premium beberapa produklost tax brp dibanding usaha di mall nyerap ten kerjaonline apa yg diserap bloon jgn dipelihara wi 
3243,1,1,0,1,0,0,0,0,1,0,1,0, pasti bani kampret yang menyamar minyak babi
3244,0,0,0,0,0,0,0,0,0,0,0,0,pada sabtu pagi masyarakat adat baduy akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kpb di curug kota serang sebabaduy
3245,1,1,0,1,0,0,0,0,1,0,1,0, cara dungu dilakukan rezim dungu
3246,0,0,0,0,0,0,0,0,0,0,0,0,semoga istiqomah nikitamirzani banyak orang soleh di malam hari dan menjadi kafir di pagi hari begitupin sebaliknyamenjadi istiqomah itu perjuangan dan hidayah alloh itu rahasia semua makhluk berhak mendapatkannya 
3247,1,0,0,1,0,1,0,0,0,0,1,0, rapopo jagajaga siapa tahu muncul pki perjuangan alias pki plus
